report_t_s,t,IAS_kmh,Glide_ratio_GNSS,pitch,vario
62.83549892694361,466.36,49.05077934224524,11.181221589280417,4,-1.33
63.0753630412966,466.6,48.82647063523921,11.532048985083897,4,-1.32
63.23527245086522,466.76,48.32130978762721,11.715076174043416,4,-1.29
63.43515921282602,466.96,47.68910397307861,11.720248973638462,4,-1.29
63.635045974786884,467.16,47.40390386920487,11.588425144918084,3,-1.31
63.82493839864965,467.35,47.226488319370006,11.281981394344392,3,-1.34
64.06480251300259,467.59,46.49617331193031,10.859814985228759,3,-1.37
64.24470059876732,467.77,46.63484398461506,10.35762834103999,2,-1.42
64.42459868453206,467.95,46.25947917200653,9.808651815844662,2,-1.48
64.62448544649287,468.15,45.74008758457834,9.274160721491302,2,-1.67
64.84436088464979,468.37,44.92819526301759,8.75471886097497,2,-1.82
65.06423632280666,468.59,45.0,8.266216892574937,1,-2.0
65.23414007047337,468.76,45.35731861608241,7.829584658709362,1,-2.11
65.43402683243417,468.96,45.499460357867356,7.44785811146693,0,-2.12
65.63391359439503,469.16,45.47106755612713,7.107643532095458,0,-2.19
65.83380035635584,469.36,45.12896062103241,6.806339501945718,0,-2.25
66.0536757945127,469.58,44.68319606075735,6.547364431081889,0,-2.28
66.23357388027745,469.76,45.100334572721614,6.328186405774834,0,-2.3
66.42346630414022,469.95,45.18615831270926,6.142292418203216,-1,-2.36
66.62335306610102,470.15,45.28608044016012,5.98972533295386,-1,-2.44
66.84322850425794,470.37,45.54201637062242,5.86486336697976,-2,-2.55
67.06310394241481,470.59,46.38493828819867,5.764706872552009,-2,-2.64
67.24300202817955,470.77,47.21281335504122,5.698407727781769,-3,-2.62
67.43289445204232,470.96,47.67556170275784,5.654081313267912,-3,-2.7
67.63278121400317,471.16,47.444751704332,5.641813083455886,-3,-2.72
67.83266797596399,471.36,48.026419706198354,5.659619889873787,-3,-2.78
68.05254341412085,471.58,48.78677968926603,5.705576572136885,-2,-2.8
68.2324414998856,471.76,48.89255060949511,5.790279795483022,-2,-2.75
68.4323282618464,471.96,48.94535035556055,5.9037920021218575,-2,-2.66
68.62222068570917,472.15,49.05077934224524,6.042325189669436,-1,-2.55
68.82210744767002,472.35,49.35263314109171,6.223192721251133,-1,-2.45
69.06197156202296,472.59,49.40494119301949,6.435424497919068,-1,-2.33
69.23187530968967,472.76,49.07710120050794,6.672313661312094,0,-2.24
69.43176207165047,472.96,49.182247761747924,6.9382575217077544,1,-2.13
69.64164317170936,473.17,49.7046442313318,7.224072611982401,1,-2.04
69.83153559557213,473.36,49.182247761747924,7.514981643872607,1,-1.97
70.08139404802316,473.61,49.23473683512982,7.823490380489569,1,-1.94
70.24130345759177,473.77,49.313365690391535,8.115159196708841,1,-1.9
70.43119588145454,473.96,49.14284416528068,8.412026713809285,2,-1.82
70.63108264341541,474.16,49.01127004921148,8.735708414617504,2,-1.7
70.83096940537621,474.36,48.87934176132499,9.069190148193206,2,-1.67
71.06083918163111,474.59,48.36138275356418,9.471125911394106,2,-1.67
71.23074292929782,474.76,48.30794474525079,10.005475400235836,2,-1.63
71.44062402935671,474.97,48.174090387820264,10.71828522982503,3,-1.63
71.62052211512139,475.15,47.82431576689235,11.755284804245093,3,-1.58
71.82040887708226,475.35,47.72970773009195,13.454247422826873,3,-1.56
72.07026732953327,475.6,47.00721150710249,16.26848701318467,4,-1.45
72.22018240100385,475.75,46.92471853068139,21.672417762095655,4,-1.2
72.42006916296467,475.95,47.075845229604035,35.52068800750467,5,-0.68
72.63994460112158,476.17,45.76831349752974,,7,0.02
72.82983702498436,476.36,44.15988749153813,,9,0.47
73.05970680123926,476.59,42.95914201486176,,10,1.09
73.23960488700399,476.77,42.42978894357027,,12,1.6
73.42949731086676,476.96,41.87833142398516,,14,2.14
73.63937841092566,477.17,41.021514701036416,,15,2.56
73.83926517288647,477.37,38.83836205798256,,15,2.74
74.07912928723945,477.61,36.36549160387958,,15,2.73
74.2490330349061,477.78,34.35679016747992,,15,2.58
74.41893678257281,477.95,32.8777594480909,,14,2.34
74.64880655882777,478.18,31.018273498315896,,13,1.98
74.81871030649448,478.35,29.786388738509952,,13,1.68
75.07856309704353,478.61,28.067543351635145,,11,1.2
75.23847250661214,478.77,27.533317016268985,,10,0.89
75.41837059237689,478.95,27.06020074363297,,7,0.53
75.61825735433769,479.15,27.012433361740086,,4,0.12
75.81814411629855,479.35,27.012433361740086,,3,-0.11
76.05800823065148,479.59,26.868621692090066,,0,-0.36
76.22791197831819,479.76,27.06020074363297,14.943932844061548,-3,-0.56
76.41780440218096,479.95,27.10788395373161,9.79067709705953,-5,-0.8
76.61769116414176,480.15,27.580182270638325,7.4042198022672645,-7,-1.09
76.81757792610263,480.35,27.76685230152481,6.041807719852032,-8,-1.36
